txn_id,posted_date,value_date,merchant_name,mcc,category,subcategory,amount,currency,balance_after,channel,location_city,location_country,card_last4,user_id,recurring_id,notes
a28aece0-af80-4ac8-9ffe-31a63de5d738,2025-09-07,2025-09-08,Deliveroo,5812,Food & Drink,Delivery,-32.36,GBP,-1474.05,E-Com,London,GB,9074,user_001,,
a28aece0-af80-4ac8-9ffe-31a63de5d738,2025-09-07,2025-09-08,Deliveroo,5812,Food & Drink,Delivery,-32.36,GBP,-1506.41,E-Com,London,GB,9074,user_001,,
a28aece0-af80-4ac8-9ffe-31a63de5d738,2025-09-07,2025-09-08,Deliveroo,5812,Food & Drink,Delivery,-32.36,GBP,-1538.77,E-Com,London,GB,9074,user_001,,
08d1d9a5-4426-4af3-a031-97593b679e90,2025-09-08,2025-09-10,Amazon UK,5942,Shopping,Online Retail,-97.79,GBP,-1636.56,E-Com,London,GB,4488,user_002,,
08d1d9a5-4426-4af3-a031-97593b679e90,2025-09-08,2025-09-10,Amazon UK,5942,Shopping,Online Retail,-97.79,GBP,-1734.35,E-Com,London,GB,4488,user_002,,
12700c56-e278-4168-9e1c-4bc17e7bc5d3,2025-09-08,2025-09-10,Pret A Manger,5814,Food & Drink,Eating Out,-8.85,GBP,-1743.2,POS,London,GB,9074,user_002,,
73ea5d8c-da6b-46e1-b4b9-29fc316ee8ab,2025-09-08,2025-09-08,Amazon UK,5942,Shopping,Online Retail,-78.21,GBP,-1821.41,E-Com,London,GB,1045,user_001,,
c173c0b1-1c27-4432-adf5-d20027d93405,2025-09-08,2025-09-08,Octopus Energy,4900,Utilities,Electricity,-119.75,GBP,-1941.16,Direct Debit,London,GB,2219,user_001,rec_141a4a0666,
04e41b74-12a1-4285-ac29-605c28ea1866,2025-09-09,2025-09-09,Apple.com/bill,5734,Shopping,Electronics,-135.9,GBP,-2077.06,E-Com,Cupertino,US,2219,user_001,,
23416eae-45b3-43c2-822f-6b930f799714,2025-09-09,2025-09-10,Sainsbury's,5411,Groceries,Supermarket,-24.72,GBP,-2101.78,POS,London,GB,1045,user_001,,
4913af29-51f7-4668-975d-d595cedc5bf6,2025-09-09,2025-09-09,Apple.com/bill,5734,Shopping,Electronics,-106.3,USD,-2208.08,E-Com,Cupertino,US,2219,user_001,,FX purchase 127.87 USD @ rate 1.20
e92191a1-fc03-4fe0-9368-0c1af943a403,2025-09-09,2025-09-11,Pret A Manger,5814,Food & Drink,Eating Out,-11.01,GBP,-2219.09,POS,London,GB,9074,user_001,,
09e42e70-36ab-4409-9b9e-ed2cefe91d31,2025-09-10,2025-09-10,Airline Refund,4511,Travel,Refund,173.45,GBP,-2045.64,Credit,London,GB,2219,user_001,,Refund for Apple.com/bill
3e437f1d-c589-4115-8618-0bce548518c0,2025-09-10,2025-09-11,British Airways,4511,Travel,Flights,-368.52,USD,-2414.16,E-Com,London,GB,4488,user_001,,Business travel
3e437f1d-c589-4115-8618-0bce548518c0,2025-09-10,2025-09-11,British Airways,4511,Travel,Flights,-368.52,USD,-2782.68,E-Com,London,GB,4488,user_001,,Business travel
cade9cf1-0fc1-4766-aa6e-afe78353370d,2025-09-10,2025-09-12,Shell,5541,Transport,Fuel,-51.38,GBP,-2834.06,POS,London,GB,4488,user_002,,
0d8f0f5e-21a9-4323-8060-9142d86dd940,2025-09-11,2025-09-12,Tesco,5411,Groceries,Supermarket,-81.69,GBP,-2915.75,POS,London,GB,1045,user_001,,
c46453e5-3170-4ebc-a46b-2e95bd56e090,2025-09-11,2025-09-11,Thames Water,4900,Utilities,Water,-39.04,GBP,-2954.79,Direct Debit,Reading,GB,1045,user_001,rec_3a34d62842,
c46453e5-3170-4ebc-a46b-2e95bd56e090,2025-09-11,2025-09-11,Thames Water,4900,Utilities,Water,-39.04,GBP,-2993.83,Direct Debit,Reading,GB,1045,user_001,rec_3a34d62842,
44ea84f8-8411-4a35-bf7a-66ce050979f7,2025-09-13,2025-09-15,Local Market,5499,Groceries,Specialty,-20.04,GBP,-3013.87,POS,London,GB,4488,user_001,,
c44be430-63e9-40ab-b482-d2c311bd69cc,2025-09-13,2025-09-15,Airline Refund,4511,Travel,Refund,12.83,GBP,-3001.04,Credit,London,GB,9074,user_001,,Refund for Deliveroo
c44be430-63e9-40ab-b482-d2c311bd69cc,2025-09-13,2025-09-15,Airline Refund,4511,Travel,Refund,12.83,GBP,-2988.21,Credit,London,GB,9074,user_001,,Refund for Deliveroo
fa9e77e7-1e70-4d9d-9b6f-676e0e89d91b,2025-09-13,2025-09-15,Shell,5541,Transport,Fuel,-55.66,GBP,-3043.87,POS,London,GB,4488,user_001,,
4fda86cf-b6d8-4a37-b937-5079fb340a8c,2025-09-14,2025-09-15,Uber UK,4121,Transport,Ride Hailing,-33.37,GBP,-3077.24,E-Com,London,GB,9074,user_002,,
4fda86cf-b6d8-4a37-b937-5079fb340a8c,2025-09-14,2025-09-15,Uber UK,4121,Transport,Ride Hailing,-33.37,GBP,-3110.61,E-Com,London,GB,9074,user_002,,
55f800ad-dcd2-45ea-9946-8711490d3d8f,2025-09-14,2025-09-15,Deliveroo,5812,Food & Drink,Delivery,-16.12,GBP,-3126.73,E-Com,London,GB,4488,user_001,,
4c7bc7f9-e82e-4988-8ca8-650826774172,2025-09-15,2025-09-17,O2 UK,4814,Bills,Mobile,-37.35,GBP,-3164.08,Direct Debit,Slough,GB,1045,user_001,rec_95042d8101,
4c7bc7f9-e82e-4988-8ca8-650826774172,2025-09-15,2025-09-17,O2 UK,4814,Bills,Mobile,-37.35,GBP,-3201.43,Direct Debit,Slough,GB,1045,user_001,rec_95042d8101,
59530ca3-eeaa-4ca6-a0d7-030c5731bbae,2025-09-15,2025-09-16,City Council Tax,9399,Utilities,Council Tax,-170.83,GBP,-3372.26,Direct Debit,London,GB,1045,user_001,rec_f531495db5,
613beb07-edc8-4cce-9a3c-3a54438005f3,2025-09-17,2025-09-17,ATM Withdrawal,6011,Cash,ATM,-76.92,GBP,-3449.18,ATM,London,GB,9074,user_001,,
613beb07-edc8-4cce-9a3c-3a54438005f3,2025-09-17,2025-09-17,ATM Withdrawal,6011,Cash,ATM,-76.92,GBP,-3526.1,ATM,London,GB,9074,user_001,,
613beb07-edc8-4cce-9a3c-3a54438005f3,2025-09-17,2025-09-17,ATM Withdrawal,6011,Cash,ATM,-76.92,GBP,-3603.02,ATM,London,GB,9074,user_001,,
d01aba79-188f-4ab1-9417-27724a1c0f3d,2025-09-17,2025-09-19,GymBox,7997,Wellness,Gym,-51.17,GBP,-3654.19,Direct Debit,London,GB,1045,user_001,rec_3906953fd2,
d01aba79-188f-4ab1-9417-27724a1c0f3d,2025-09-17,2025-09-19,GymBox,7997,Wellness,Gym,-51.17,GBP,-3705.36,Direct Debit,London,GB,1045,user_001,rec_3906953fd2,
ebe70f8d-bbf5-4ab2-9082-34faa9504512,2025-09-17,2025-09-18,Waitrose,5411,Groceries,Supermarket,-67.82,GBP,-3773.18,POS,London,GB,2219,user_001,,
112695b0-8b98-434b-b217-24b8ab4914d8,2025-09-18,2025-09-18,ATM Withdrawal,6011,Cash,ATM,-75.28,GBP,-3848.46,ATM,London,GB,9074,user_001,,
5ab3b901-9100-413e-888e-95cc26d9a97d,2025-09-18,2025-09-22,Tesco,5411,Groceries,Supermarket,-68.8,GBP,-3917.26,POS,London,GB,4488,user_002,,
1fc6b1bf-1da2-436f-bee2-1067fa76d11c,2025-09-19,2025-09-22,Shell,5541,Transport,Fuel,-74.07,GBP,-3991.33,POS,London,GB,4488,user_001,,
2d50fe26-69f6-4d75-ac1f-704c29a2dd2d,2025-09-19,2025-09-19,Spotify,5735,Entertainment,Subscriptions,-8.83,GBP,-4000.16,E-Com,Stockholm,SE,4488,user_001,rec_4c746d2c3b,
30abb511-38e4-4753-9eb8-5e5d5a614ba8,2025-09-19,2025-09-22,Apple.com/bill,5734,Shopping,Electronics,-97.14,GBP,-4097.3,E-Com,Cupertino,US,1045,user_001,,
30abb511-38e4-4753-9eb8-5e5d5a614ba8,2025-09-19,2025-09-22,Apple.com/bill,5734,Shopping,Electronics,-97.14,GBP,-4194.44,E-Com,Cupertino,US,1045,user_001,,
4f6752ed-1dff-4679-8770-524112e662e6,2025-09-19,2025-09-22,Deliveroo,5812,Food & Drink,Delivery,-27.72,GBP,-4222.16,E-Com,London,GB,1045,user_001,,
7483aa7d-15b0-4820-9b31-a4da0e81decb,2025-09-19,2025-09-22,Pret A Manger,5814,Food & Drink,Eating Out,-11.41,GBP,-4233.57,POS,London,GB,1045,user_002,,
7483aa7d-15b0-4820-9b31-a4da0e81decb,2025-09-19,2025-09-22,Pret A Manger,5814,Food & Drink,Eating Out,-11.41,GBP,-4244.98,POS,London,GB,1045,user_002,,
7bcafe89-cdf5-4f64-9f36-4c0364affb0d,2025-09-19,2025-09-22,Sainsbury's,5411,Groceries,Supermarket,-67.58,GBP,-4312.56,POS,London,GB,2219,user_001,,
7f7b5042-5ff4-4fad-b91a-1c293843aa14,2025-09-19,2025-09-22,Sainsbury's,5411,Groceries,Supermarket,-28.51,GBP,-4341.07,POS,London,GB,1045,user_001,,
a2b7858b-e599-4ea3-ba4f-20352f927bbe,2025-09-19,2025-09-22,Uber UK,4121,Transport,Ride Hailing,-33.58,GBP,-4374.65,E-Com,London,GB,2219,user_001,,
a2b7858b-e599-4ea3-ba4f-20352f927bbe,2025-09-19,2025-09-22,Uber UK,4121,Transport,Ride Hailing,-33.58,GBP,-4408.23,E-Com,London,GB,2219,user_001,,
2ab2b3f5-150d-4afc-86cd-4e0c7f8b3886,2025-09-20,2025-09-22,Uber UK,4121,Transport,Ride Hailing,-21.97,GBP,-4430.2,E-Com,London,GB,4488,user_001,,
2ab2b3f5-150d-4afc-86cd-4e0c7f8b3886,2025-09-20,2025-09-22,Uber UK,4121,Transport,Ride Hailing,-21.97,GBP,-4452.17,E-Com,London,GB,4488,user_001,,
9abe9539-7059-43b6-9747-eb985f938a8a,2025-09-20,2025-09-22,Waitrose,5411,Groceries,Supermarket,-53.58,GBP,-4505.75,POS,London,GB,4488,user_001,,
1c5bb93d-bd52-4838-a36a-a38acbf1a231,2025-09-21,2025-09-22,Local Market,5499,Groceries,Specialty,-16.91,GBP,-4522.66,POS,London,GB,9074,user_001,,
6b74b728-b669-40bb-9f47-8e85679fb208,2025-09-21,2025-09-22,Uber UK,4121,Transport,Ride Hailing,-18.05,GBP,-4540.71,E-Com,London,GB,4488,user_002,,
f3963666-5c7c-4399-b9a3-3b0748c85220,2025-09-21,2025-09-22,Uber UK,4121,Transport,Ride Hailing,-13.6,GBP,-4554.31,E-Com,London,GB,1045,user_001,,
f3963666-5c7c-4399-b9a3-3b0748c85220,2025-09-21,2025-09-22,Uber UK,4121,Transport,Ride Hailing,-13.6,GBP,-4567.91,E-Com,London,GB,1045,user_001,,
f3963666-5c7c-4399-b9a3-3b0748c85220,2025-09-21,2025-09-22,Uber UK,4121,Transport,Ride Hailing,-13.6,GBP,-4581.51,E-Com,London,GB,1045,user_001,,
006d77cb-7b9a-4232-a131-985562075493,2025-09-22,2025-09-23,Netflix,7841,Entertainment,Subscriptions,-13.69,GBP,-4595.2,E-Com,Los Gatos,US,1045,user_001,rec_1bfe33738d,
006d77cb-7b9a-4232-a131-985562075493,2025-09-22,2025-09-23,Netflix,7841,Entertainment,Subscriptions,-13.69,GBP,-4608.89,E-Com,Los Gatos,US,1045,user_001,rec_1bfe33738d,
3e6844f2-b783-45dd-a4f8-28fc93c91362,2025-09-22,2025-09-23,Amazon UK,5942,Shopping,Online Retail,-37.24,GBP,-4646.13,E-Com,London,GB,1045,user_001,,
3e6844f2-b783-45dd-a4f8-28fc93c91362,2025-09-22,2025-09-23,Amazon UK,5942,Shopping,Online Retail,-37.24,GBP,-4683.37,E-Com,London,GB,1045,user_001,,
7a9e78a6-3d80-4cf8-bcb9-1091d68156c7,2025-09-22,2025-09-24,Local Market,5499,Groceries,Specialty,-16.05,GBP,-4699.42,POS,London,GB,9074,user_001,,
b690f41d-c15b-45a6-b224-da3fed45a47f,2025-09-23,2025-09-23,Transport for London,4111,Transport,Transit,-6.66,GBP,-4706.08,POS,London,GB,1045,user_001,,
11043674-a1d3-4308-b15b-8cfd8a687c2d,2025-09-24,2025-09-26,Tesco,5411,Groceries,Supermarket,-40.19,GBP,-4746.27,POS,London,GB,2219,user_001,,
59f2ecb8-ff0d-4303-912f-2ca5e18ae410,2025-09-24,2025-09-25,Uber UK,4121,Transport,Ride Hailing,-15.95,GBP,-4762.22,E-Com,London,GB,2219,user_001,,
59f2ecb8-ff0d-4303-912f-2ca5e18ae410,2025-09-24,2025-09-25,Uber UK,4121,Transport,Ride Hailing,-15.95,GBP,-4778.17,E-Com,London,GB,2219,user_001,,
d34a13ad-75fd-4563-98dd-526a962c6c58,2025-09-25,2025-09-29,Uber UK,4121,Transport,Ride Hailing,-9.51,GBP,-4787.68,E-Com,London,GB,9074,user_001,,
f7b05399-dc91-44c5-8255-2dbb25f47ff6,2025-09-25,2025-09-25,T212 Capital,6011,Income,Salary,2960.57,GBP,-1827.11,Credit,London,GB,2219,user_001,rec_2ff8f778d0,
f7b05399-dc91-44c5-8255-2dbb25f47ff6,2025-09-25,2025-09-25,T212 Capital,6011,Income,Salary,2960.57,GBP,1133.46,Credit,London,GB,2219,user_001,rec_2ff8f778d0,
f7b05399-dc91-44c5-8255-2dbb25f47ff6,2025-09-25,2025-09-25,T212 Capital,6011,Income,Salary,2960.57,GBP,4094.03,Credit,London,GB,2219,user_001,rec_2ff8f778d0,
961c84d2-28aa-45ac-a1bd-0f095c098328,2025-09-26,2025-09-26,Transport for London,4111,Transport,Transit,-9.0,GBP,4085.03,POS,London,GB,1045,user_002,,
a5010a3e-1b56-4c5d-896c-0e945713bf3f,2025-09-26,2025-09-29,Amazon UK,5942,Shopping,Online Retail,-23.83,GBP,4061.2,E-Com,London,GB,1045,user_001,,
a5010a3e-1b56-4c5d-896c-0e945713bf3f,2025-09-26,2025-09-29,Amazon UK,5942,Shopping,Online Retail,-23.83,GBP,4037.37,E-Com,London,GB,1045,user_001,,
4a9f73cb-8306-4c59-af4f-6d313e4a303d,2025-09-27,2025-09-29,Waitrose,5411,Groceries,Supermarket,-51.67,GBP,3985.7,POS,London,GB,4488,user_001,,
4a9f73cb-8306-4c59-af4f-6d313e4a303d,2025-09-27,2025-09-29,Waitrose,5411,Groceries,Supermarket,-51.67,GBP,3934.03,POS,London,GB,4488,user_001,,
4a9f73cb-8306-4c59-af4f-6d313e4a303d,2025-09-27,2025-09-29,Waitrose,5411,Groceries,Supermarket,-51.67,GBP,3882.36,POS,London,GB,4488,user_001,,
8c9e9bbe-de3c-45c2-8b0b-dc30fae26ec6,2025-09-27,2025-09-29,Amazon UK,5942,Shopping,Online Retail,-15.26,GBP,3867.1,E-Com,London,GB,1045,user_001,,
23d1d0c5-e1ea-4baa-a458-16e97fe5d7b2,2025-09-28,2025-09-29,Tesco,5411,Groceries,Supermarket,-76.74,GBP,3790.36,POS,London,GB,1045,user_001,,
529bf4cd-4182-43ed-9253-2e8e1ff175c1,2025-09-28,2025-09-29,Pret A Manger,5814,Food & Drink,Eating Out,-9.66,GBP,3780.7,POS,London,GB,2219,user_001,,
80ff36b6-0998-4ee5-a572-1331a0b05ead,2025-09-28,2025-09-30,Sainsbury's,5411,Groceries,Supermarket,-26.84,GBP,3753.86,POS,London,GB,2219,user_001,,
8edc0a07-a08c-45c6-9dc5-ab315b64b825,2025-09-29,2025-10-01,Deliveroo,5812,Food & Drink,Delivery,-21.02,GBP,3732.84,E-Com,London,GB,4488,user_002,,
8edc0a07-a08c-45c6-9dc5-ab315b64b825,2025-09-29,2025-10-01,Deliveroo,5812,Food & Drink,Delivery,-21.02,GBP,3711.82,E-Com,London,GB,4488,user_002,,
5aa902b8-535c-4369-a48b-2501a799043f,2025-10-01,2025-10-01,HM Revenue & Customs,9311,Income,Tax Refund,59.64,GBP,3771.46,Credit,London,GB,2219,user_001,,Refund for Shell
5aa902b8-535c-4369-a48b-2501a799043f,2025-10-01,2025-10-01,HM Revenue & Customs,9311,Income,Tax Refund,59.64,GBP,3831.1,Credit,London,GB,2219,user_001,,Refund for Shell
a37ce4e8-def5-466f-9626-eeb1f52d43c6,2025-10-01,2025-10-01,Crown Estates Lettings,6513,Housing,Rent,-1610.04,GBP,2221.06,POS,London,GB,4488,user_001,rec_19f70fbcce,
a37ce4e8-def5-466f-9626-eeb1f52d43c6,2025-10-01,2025-10-01,Crown Estates Lettings,6513,Housing,Rent,-1610.04,GBP,611.02,POS,London,GB,4488,user_001,rec_19f70fbcce,
371991c0-ce0a-4a98-8ee8-c16d35be9397,2025-10-02,2025-10-06,Uber UK,4121,Transport,Ride Hailing,-29.46,GBP,581.56,E-Com,London,GB,1045,user_001,,
502c67e8-4f38-4f19-bd7d-abb0dd369bc3,2025-10-02,2025-10-02,Apple.com/bill,5734,Shopping,Electronics,-40.95,GBP,540.61,E-Com,Cupertino,US,2219,user_001,,
75bc5472-ee6b-44b2-80d9-6e65fa63ae71,2025-10-02,2025-10-03,Deliveroo,5812,Food & Drink,Delivery,-22.16,GBP,518.45,E-Com,London,GB,9074,user_001,,
321e60ca-7f4e-47df-839e-9cac3b02a1f6,2025-10-04,2025-10-06,Apple.com/bill,5734,Shopping,Electronics,-77.88,GBP,440.57,E-Com,Cupertino,US,9074,user_001,,
588d65a8-a38d-4eba-b92c-10ff4adffbba,2025-10-04,2025-10-06,Shell,5541,Transport,Fuel,-50.98,GBP,389.59,POS,London,GB,9074,user_002,,
d135d4ca-7a69-41be-9d0c-c017b4a71989,2025-10-04,2025-10-06,Pret A Manger,5814,Food & Drink,Eating Out,-10.5,GBP,379.09,POS,London,GB,4488,user_001,,
33c6a2ef-fe0d-484a-9209-110a3c683a6e,2025-10-05,2025-10-06,Tesco,5411,Groceries,Supermarket,-84.92,GBP,294.17,POS,London,GB,4488,user_001,,
5c174a79-f48a-4f0a-90d2-03de23d240aa,2025-10-05,2025-10-07,Waitrose,5411,Groceries,Supermarket,-64.37,GBP,229.8,POS,London,GB,9074,user_001,,
9308e226-1598-419b-bfbe-3486264e0794,2025-10-05,2025-10-06,Uber UK,4121,Transport,Ride Hailing,-18.7,GBP,211.1,E-Com,London,GB,4488,user_002,,
6272d3e6-84f7-4378-a5f9-512ae2c1f227,2025-10-06,2025-10-06,Sainsbury's,5411,Groceries,Supermarket,-68.46,GBP,142.64,POS,London,GB,4488,user_001,,
d37cd3b6-6796-455d-868e-045bc8e49643,2025-10-06,2025-10-07,Transport for London,4111,Transport,Transit,-10.47,GBP,132.17,POS,London,GB,1045,user_001,,
12104ea9-7475-4837-815e-11e55fd875f4,2025-10-07,2025-10-07,Sainsbury's,5411,Groceries,Supermarket,-48.45,GBP,83.72,POS,London,GB,1045,user_001,,
3e1cc9c6-7ff9-4de3-99b1-2e8514585bb2,2025-10-07,2025-10-07,Shell,5541,Transport,Fuel,-46.47,GBP,37.25,POS,London,GB,2219,user_001,,
4745d24a-ee63-4cf0-b03a-c78450b19c41,2025-10-07,2025-10-09,Octopus Energy,4900,Utilities,Electricity,-116.29,GBP,-79.04,Direct Debit,London,GB,9074,user_002,rec_09c3f12b18,
91b6ede6-bcb0-4686-85ab-8feb787bdd24,2025-10-07,2025-10-07,Sainsbury's,5411,Groceries,Supermarket,-59.55,GBP,-138.59,POS,London,GB,1045,user_001,,
b0be6279-7e5a-4b80-b64d-b027c6830364,2025-10-07,2025-10-09,Pret A Manger,5814,Food & Drink,Eating Out,-5.74,GBP,-144.33,POS,London,GB,2219,user_001,,
2ec86592-f9a3-4966-b484-23f42ab409f0,2025-10-09,2025-10-13,Shell,5541,Transport,Fuel,-67.29,GBP,-211.62,POS,London,GB,4488,user_001,,
6f41b68c-d26b-4d92-b226-734d27eb6cbf,2025-10-09,2025-10-13,Uber UK,4121,Transport,Ride Hailing,-29.76,GBP,-241.38,E-Com,London,GB,1045,user_001,,
c22cfd69-ab4f-4a41-9346-c918cf4bd6a6,2025-10-09,2025-10-09,Amazon UK,5942,Shopping,Online Retail,-87.97,GBP,-329.35,E-Com,London,GB,2219,user_001,,
363b3b36-4182-419a-9e49-96532c689ddc,2025-10-10,2025-10-10,Sainsbury's,5411,Groceries,Supermarket,-26.64,GBP,-355.99,POS,London,GB,2219,user_001,,
62c4098f-e0ce-4639-a365-c7e286a9c637,2025-10-10,2025-10-13,Sainsbury's,5411,Groceries,Supermarket,-26.74,GBP,-382.73,POS,London,GB,2219,user_001,,
a0626470-08f3-4c40-a18e-cd6bd47a5c8e,2025-10-10,2025-10-13,Transport for London,4111,Transport,Transit,-11.32,GBP,-394.05,POS,London,GB,4488,user_001,,
ab042e0b-98ad-4b8a-b1d6-2be9a2c5220a,2025-10-10,2025-10-13,Local Market,5499,Groceries,Specialty,-9.24,GBP,-403.29,POS,London,GB,9074,user_001,,
bc376f92-f265-4a11-adf8-57a5c9e8b4ea,2025-10-10,2025-10-13,ATM Withdrawal,6011,Cash,ATM,-100.84,GBP,-504.13,ATM,London,GB,2219,user_001,,
bc376f92-f265-4a11-adf8-57a5c9e8b4ea,2025-10-10,2025-10-13,ATM Withdrawal,6011,Cash,ATM,-100.84,GBP,-604.97,ATM,London,GB,2219,user_001,,
06d56ffc-ab78-4a5a-ba18-cb0fe88dd068,2025-10-11,2025-10-13,Pret A Manger,5814,Food & Drink,Eating Out,-8.26,GBP,-613.23,POS,London,GB,9074,user_002,,
0c8abab8-3fc7-4b0c-8b2f-64eebd2f1fde,2025-10-11,2025-10-13,Waitrose,5411,Groceries,Supermarket,-69.05,GBP,-682.28,POS,London,GB,2219,user_001,,
6720ddcc-0291-4c80-961c-17d58b356310,2025-10-11,2025-10-13,Uber UK,4121,Transport,Ride Hailing,-10.8,GBP,-693.08,E-Com,London,GB,1045,user_001,,
6720ddcc-0291-4c80-961c-17d58b356310,2025-10-11,2025-10-13,Uber UK,4121,Transport,Ride Hailing,-10.8,GBP,-703.88,E-Com,London,GB,1045,user_001,,
7cc951a5-ae4a-43db-a6cd-9353e6b1e620,2025-10-11,2025-10-13,Tesco,5411,Groceries,Supermarket,-49.6,GBP,-753.48,POS,London,GB,1045,user_001,,
0dc75294-d48d-472c-a070-1a2551d3eea6,2025-10-12,2025-10-14,Tesco,5411,Groceries,Supermarket,-44.3,GBP,-797.78,POS,London,GB,4488,user_002,,
6ab0537e-83b3-4706-899d-93cac9f08343,2025-10-12,2025-10-13,Apple.com/bill,5734,Shopping,Electronics,-189.54,GBP,-987.32,E-Com,Cupertino,US,2219,user_001,,
9d9b6511-017f-4c5e-9801-1f50c66d0c66,2025-10-12,2025-10-14,Sainsbury's,5411,Groceries,Supermarket,-41.27,GBP,-1028.59,POS,London,GB,9074,user_001,,
0748ed37-2299-4b86-9b08-3dc53346d4a5,2025-10-13,2025-10-15,Sainsbury's,5411,Groceries,Supermarket,-27.36,GBP,-1055.95,POS,London,GB,2219,user_001,,
4555a26c-58f8-439d-ada9-407114354cf5,2025-10-13,2025-10-14,Waitrose,5411,Groceries,Supermarket,-25.63,GBP,-1081.58,POS,London,GB,1045,user_001,,
8183c1ae-9124-444d-aaa7-4d84319076a9,2025-10-13,2025-10-13,Waitrose,5411,Groceries,Supermarket,-69.79,GBP,-1151.37,POS,London,GB,9074,user_001,,
af347b88-0985-4171-aa75-53fd0791198d,2025-10-13,2025-10-13,City Council Tax,9399,Utilities,Council Tax,-154.88,GBP,-1306.25,Direct Debit,London,GB,4488,user_002,rec_6feaa5d43f,
af347b88-0985-4171-aa75-53fd0791198d,2025-10-13,2025-10-13,City Council Tax,9399,Utilities,Council Tax,-154.88,GBP,-1461.13,Direct Debit,London,GB,4488,user_002,rec_6feaa5d43f,
b6531c2f-7582-43c6-98a8-ff1eaf714cea,2025-10-13,2025-10-15,Thames Water,4900,Utilities,Water,-39.09,GBP,-1500.22,Direct Debit,Reading,GB,1045,user_001,rec_3a34d62842,
